"Plan";"Cod";"Nombre Corto";"Eje";"Área";"Medida";"Objetivo";"Descripción";"Tipo de Medida";"Area de aplicación";"Año inicio";"Plazo ejecución";"Responsable";"Colaboradores internos";"Colaboradores externos";"Vinculación normativa";"Adecuaciones Normativas";"Tecnología, infraestructura y recursos necesarios";"Potenciales barreras y obstáculos";"Potenciales fuentes de financiamiento";"Consideraciones de Genero";"Acciones";"Indicador";"Meta";"status";"Tipología Territorial";"Escala Jurisdiccional"
"Vitacura";"";;"Mitigación";"GESTIÓN DE RESIDUOS.";"1.1. Potenciar el sistema de reciclaje inorgánico comunal.";"";"Fortalecimiento continuo del sistema de reciclaje inorgánico
domiciliario, aumentando la adherencia de los vecinos; mejorando la
gestión de residuos en las dependencias municipales y aumentando la
usabilidad del punto limpio comunal. Para ello, se impulsarán diversas
acciones comunicacionales y educativas dirigida a vecinos y
funcionarios municipales, con el objetivo de aumentar el reciclaje
inorgánico comunal.";"";"";"";"2030";"DMAO";"DSI";"Empresa ReSimple";"";"";"";"â€¢ Barrera cultural: dificultad en el cambio de hábitos de los vecinos.
â€¢ Depender de un gestor único como ReSimple.";"Costo municipal";"";"";"% de residuos
inorgánicos reciclados";"15%";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"GESTIÓN DE RESIDUOS.";"1.2. Potenciar el sistema de reciclaje orgánico domiciliario.";"";"Promoción y expansión del sistema de reciclaje orgánico, ampliando la participación ciudadana y la cantidad de residuos reciclados mediante diversas estrategias como, la valorización de ramas y podas, campañas educativas y de sensibilización, así como la entrega de kits de compostaje a hogares, comercios y establecimientos educacionales. Todo ello, con el objetivo de aumentar el reciclaje orgánico a nivel comunal.";"";"";"";"2030";"DMAO";"DSI; Dirección de
comunicaciones";"Empresa gestión de residuos";"";"";"";"â€¢ Costo elevado del contrato de los residuos orgánicos.
â€¢ Desinformación de los vecinos, dificultad en el cambio hábitos.
â€¢ Instalación de largo plazo";"Costo municipal";"";"";"% de residuos orgánicos";"8%";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"GESTIÓN DE RESIDUOS.";"1.3. Mercado sustentable.";"";"El Mercado Sustentable es una actividad mensual que conecta a la comunidad con emprendedores y organizaciones dedicadas a la economía circular. Ofrece una experiencia integral y consciente, donde se reciben residuos difíciles de reciclar -no aceptados en puntos limpios convencionales- y se promueven hábitos sustentables. Además de reciclar, tiene como objetivo informar y educar a los visitantes sobre acciones clave para el medio ambiente como reducir, reparar, reutilizar y regenerar.";"";"";"";"2030";"DSI";"DMAO; Dirección de
comunicaciones";"Empresa productora";"";"";"";"â€¢ Restricción presupuestaria.
â€¢ Lograr una renovación continua de emprendedores y
organizaciones.
â€¢ Que pierda novedad en los temas que se exponen.";"Costo municipal";"";"";"% de visitas anual";"30%";"Pendiente";"";""
"Vitacura";"";;"Mitigación - Adaptación";"MOVILIDAD SUSTENTABLE";"2.1. Sistema de ciclo-movilidad compartido (Tres comunas).";"";"Consolidar un sistema de transporte integrado, accesible y sustentable
que facilite la conexión entre distintos modos de transporte, con el
objetivo de incentivar la movilidad activa y el uso del transporte público.
Esto permitirá promover desplazamientos seguros y de bajas emisiones,
fortaleciendo la movilidad intercomunal.";"";"";"2026";"2030";"SECPLA";"DAU Tránsito y Transporte
Público Seguridad Pública";"DTPM, GORE, Empresas
privadas, otras Municipalidades";"";"";"";"â€¢ Dificultades de coordinación con comunas vecinas.
â€¢ Dificultades de fiscalización y ordenamiento de los vehículos sin
estación (dockless) en el espacio público.
â€¢ Dependerá de la contratación e implementación de tecnología idónea
para medir el impacto.";"Sistema de concesiones y/o permisos precarios.";"";"";"% de aumento
en viajes en
ciclos";"10%";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"MOVILIDAD SUSTENTABLE";"2.2. Red de ciclovías y pasarelas ciclos y peatones.";"";"Consolidar una red integral de 47 km de ciclovías y pasarelas
interconectadas, priorizando la conexión entre áreas residenciales,
centros educativos, estaciones de transporte público y zonas
comerciales, en concordancia con el Plan de Ciclovías y el Plan de
Pasarelas. El objetivo es desincentivar el uso de vehículos impulsados
por combustibles fósiles.";"";"";"";"2030";"DAU (anteproyecto)
SECPLA (desarrollo)";"DOM
Dirección de
Tránsito";"MINVU, MTT, GORE,
desarrolladores inmobiliarios,
consultores externos.";"";"";"";"#¿NOMBRE?";"Dependerá de la etapa de desarrollo de cada anteproyecto.";"";"";"% de red
construida de
ciclovías";"50% (25 km
total)";"Pendiente";"";""
"Vitacura";"";;"Mitigación - Adaptación";"MOVILIDAD SUSTENTABLE";"2.5. Campaña de comunicación movilidad sostenible.";"";"Campaña de sensibilización sobre movilidad sostenible dirigida a los
vecinos de Vitacura, cuyo objetivo es promover prácticas, técnicas y
alternativas de transporte sustentable, como la movilidad activa, el uso
de bicicletas, el transporte público y los vehículos eléctricos. La
iniciativa busca fortalecer la conciencia ambiental, desincentivar el uso
de vehículos a combustión y fomentar una participación activa de la
comunidad en la construcción de una ciudad más limpia, eficiente y
sustentable.";"";"";"";"2027";"DSI";"DAU
Dirección de
comunicaciones";"MINVU, MTT, GORE,
Startups, Consultores
externos.";"";"";"";"#¿NOMBRE?";"Costo municipal, Gobierno regional.";"";"";"NÂ° de actividades
educativas";"10 actividades";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"INFRAESTRUCTURA VERDE";"3.1. Plan Director de Arbolado Urbano.";"";"Implementación gradual de un plan de arborización en islas de calor
urbanas (ICU) dentro del espacio público, con el objetivo de mitigar las
altas temperaturas mediante la generación de sombra. Esta iniciativa
también busca reducir la contaminación ambiental y acústica, retener
el material particulado en suspensión y fomentar la biodiversidad,
además de aportar valor estético al entorno. En conjunto, estas
acciones contribuyen significativamente a mejorar la calidad de vida de
la población.";"";"";"2024";"2030";"DMAO";"DSI
DINC
Dirección de Tránsito";"";"";"";"";"Muerte de árboles por factores externos o climáticos.";"Costo municipal.";"";"";"Nuevos árboles
plantados entre
2024-2030";"3000 árboles";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"INFRAESTRUCTURA VERDE";"3.2. Certificación de jardines biodiversos.";"";"La certificación de jardines biodiversos promueve prácticas de manejo
sustentable, respaldadas por evidencia científica, que buscan potenciar la
biodiversidad en jardines privados, balcones y terrazas de la comuna. A
través de asesorías y actividades de sensibilización, se invita a los vecinos a
contribuir desde sus propios espacios a la conservación de la flora y fauna
nativa, fomentando la conciencia ambiental y consolidando un movimiento
ciudadano de embajadores de la biodiversidad. El objetivo es convertir
cada jardín en un refugio para la naturaleza, integrando a la comunidad en
la protección del entorno local.
";"";"";"2024";"2030";"DSI";"DMAO";"Organismo Certificador
Jardín Botánico Chagual";"";"";"";"#¿NOMBRE?";"Costo municipal.";"";"";"NÂ° de hogares
certificados";"120
certificaciones";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"INFRAESTRUCTURA VERDE";"3.3. Implementación corredores biológicos.";"";"Recambio de vegetación en áreas verdes mediante la incorporación de
especies de bajo consumo hídrico, junto con la creación de corredores
biológicos como parte del Plan de Infraestructura Verde. Estas acciones
buscan adaptar los espacios públicos al cambio climático, optimizar el uso del agua e incorporar biodiversidad, conectando distintas áreas verdes y
proporcionando refugio y alimento a insectos y aves. De esta forma, se
fortalece la resiliencia urbana mediante soluciones basadas en la
naturaleza, garantizando la continuidad de los procesos ecológicos y la
diversidad biológica.";"";"";"";"2030";"SECPLA
DMAO";"DSI
DINC
Dirección de Tránsito";"";"";"";"";"#¿NOMBRE?";"Costo municipal.";"";"";"NÂ° de Corredores
biológicos
ejecutados";"7 corredores";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"INFRAESTRUCTURA VERDE";"3.4. Educación a la comunidad sobre cuidado y mantención de áreas
verdes.";"";"Las actividades educativas, como talleres prácticos, recorridos
interpretativos y proyectos participativos, tienen como objetivo fomentar
la conciencia ambiental y fortalecer el vínculo de las comunidades con la naturaleza en entornos urbanos. A través de estas experiencias, se busca
promover colectivamente un futuro más verde, resiliente y
comprometido con la sostenibilidad.";"";"";"";"2030";"DSI";"DMAO";"";"";"";"";"Dificultad de la medición de impacto en los hábitos que se instalan en las
comunidades.";"Costo municipal.";"";"";"NÂ° de actividades
educativas con
intervención
comunitaria en plazas y
parques realizadas en la
comuna";"20 actividades";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"EFICIENCIA ENERGÉTICA.";"4.1. Cambio de luminaria LED en espacios públicos.";"";"Se continuará con el programa de recambio de luminarias en los espacios
públicos de la comuna, reemplazando aquellas que aún utilizan sodio u
otras tecnologías obsoletas por sistemas de iluminación LED. El objetivo
es mejorar la eficiencia energética, optimizar el uso de los recursos
municipales y avanzar hacia un modelo de alumbrado público más
moderno y sostenible.";"";"";"";"2030";"DINC";"SECPLA";"Ministerio de Energía
Ministerio de Medio
Ambiente SEC";"";"";"";"Disponibilidad presupuestaria.";"Costo municipal.";"";"";"% de
luminarias LED
instaladas en
espacios
públicos";"100% del
alumbrado
público";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"EFICIENCIA ENERGÉTICA.";"4.2. Flota vehicular municipal eléctrica.";"";"Mantenimiento de la flota vehicular eléctrica del municipio de Vitacura,
con el objetivo de reducir las emisiones de gases de efecto invernadero
(GEI) y promover la electromovilidad.";"";"";"";"2028";"DAF";"SECPLA";"Ministerio de Energía -
Agencia de
sustentabilidad";"";"";"";"#¿NOMBRE?";"Costo municipal";"";"";"% de
vehículos
eléctricos de
la flota total";"100%";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"EFICIENCIA ENERGÉTICA.";"4.3. Campaña de comunicación en el uso eficiente de energía.";"";"Campaña de sensibilización sobre el uso eficiente de la energía, dirigida a
los sectores residencial y comercial, que difundirá prácticas, técnicas y
tecnologías para reducir el consumo y mejorar el rendimiento energético.
La iniciativa incluirá beneficios concretos, como descuentos en productos
de eficiencia energética a través de la tarjeta VITA. El objetivo es fortalecer la conciencia ambiental, fomentar el ahorro energético y
promover la participación activa de la comunidad en la construcción de
un territorio más sustentable.";"";"";"2025";"2030";"DSI";"Dirección de
Comunicaciones";"Ministerio de Energía -
Agencia de sustentabilidad
- SEC- SISS, DGA, Seremi
RM";"";"";"";"#¿NOMBRE?";"Costo municipal";"";"";"Nº de
Campaña
realizadas";"5 (1
anual)";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"EFICIENCIA HÍDRICA.";"5.1. Riego tecnificado en áreas verdes.";"";"Renovación tecnológica de los sistemas de riego en las áreas verdes de la
comuna, incorporando tecnologías más eficientes e inteligentes. El
objetivo principal es reducir significativamente el consumo de agua
municipal y garantizar una gestión hídrica más sustentable para nuestras
zonas verdes.";"";"";"";"2030";"DMAO";"SECPLA
DINC";"SISS-DGA";"";"";"";"Disponibilidad presupuestaria.";"Costo municipal";"";"";"% de m2 de parques y
plazas con riego
tecnificado";"85%";"Pendiente";"";""
"Vitacura";"";;"Mitigación";"EFICIENCIA HÍDRICA.";"5.2. Reutilización de aguas grises en dependencias municipales.";"";"Implementar proyecto piloto de reutilización de aguas grises para el riego
de áreas verdes en edificios municipales.";"";"";"";"2030";"DINC";"SECPLA
DMAO";"MINVU, SISS,
Seremi RM";"";"";"";"1. Disponibilidad presupuestaria.
2.Definición de proyecto, que funcione para ciertas dependencias.";"Costo municipal";"";"";"NÂ° de
piloto
ejecutado";"2 pilotos";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"EFICIENCIA HÍDRICA.";"5.3. Estudio hidrológico e hidrogeológico de la comuna.";"";"El estudio permitirá evaluar la disponibilidad y calidad de los recursos
hídricos, anticipar su impacto en los proyectos y desarrollar estrategias
que aseguren su uso sostenible. Además, resulta fundamental para
proteger los acuíferos y ecosistemas acuáticos, garantizando su
conservación a largo plazo.";"";"";"";"2027";"DSI";"DMAO
SECPLA";"SISS-DGA-Seremi
RM";"";"";"";"#¿NOMBRE?";"Costo municipal";"";"";"Estudio
realizado";"Estudio
terminado y
validado";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"EFICIENCIA HÍDRICA.";"5.4. Campaña de comunicación en el uso eficiente del agua.";"";"Campaña de sensibilización sobre el uso eficiente del recurso hídrico
dirigida a los vecinos de Vitacura (sectores residencial y comercial). Esta
campaña especificará prácticas, técnicas y tecnologías para mejorar la
eficiencia hídrica. El objetivo es fortalecer la conciencia ambiental,
fomentar el ahorro de agua a nivel privado y promover la participación
activa de la comunidad en la construcción de un territorio más
sustentable.";"";"";"";"2030";"DSI";"Dirección de Comunicaciones";"SISS-DGA- Seremi
RM";"";"";"";"1.-Disponibilidad presupuestaria.
2.- Participación e interés de los vecinos.";"Costo municipal";"";"";"Nº de Campaña
realizadas";"5 (1 anual)";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"REDUCCIÓN DE RIESGOS ANTE EFECTO CLIMÁTICO";"6.1. Estudio de riesgo de quebradas en Cordón Manquehue.";"";"Estudio orientado a identificar los riesgos asociados a las quebradas del
Cordón Manquehue, tales como aluviones, deslizamientos y
remociones en masa. Su objetivo es reducir los impactos sobre la
población, la infraestructura y el medio ambiente, fortaleciendo la
resiliencia del territorio frente a eventos naturales.";"";"";"";"2027";"DSI";"DINC";"SENAPRED";"";"";"";"Disponibilidad presupuestaria";"Costo municipal";"";"";"Estudio
realizado";"1 estudio terminado
y validado";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"GOBERNANZA FORTALECIMIENTO INSTITUCIONAL";"7.1 Educación sustentable en la comunidad escolar";"";"El programa de educación ambiental para colegios y jardines infantiles
contempla una serie de actividades formativas adaptadas a cada nivel
educativo. Entre ellas se incluyen talleres, recorridos guiados,
proyectos participativos y material pedagógico, con un enfoque en
temáticas como reciclaje, biodiversidad, eficiencia energética, cambio
climático y cuidado del agua. Su objetivo es fortalecer la conciencia
ambiental desde la primera infancia, promoviendo hábitos sostenibles
y fomentando una comunidad escolar comprometida con el desarrollo
sustentable del territorio.";"";"";"";"2030";"DSI";"SECPLA
Dirección de educación y
salud
DECOM";"Colegios públicos y
privados y jardines
infantiles de la comuna";"";"";"";"Adaptar los programas sin que afecten la malla curricular del
establecimiento educacional";"Costo Municipal.";"";"";"% Participación
establecimientos
educacionales";"60%";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"GOBERNANZA FORTALECIMIENTO INSTITUCIONAL";"7.2 Capacitación interna municipal";"";"Estrategia de capacitación interna dirigida a los funcionarios municipales,
mediante un plan estructurado que contemple una serie de acciones
formativas en temáticas ambientales clave, tales como eficiencia
energética e hídrica, energías renovables no convencionales (ERNC),
gestión de residuos, biodiversidad urbana, movilidad sostenible y nuevas
tecnologías aplicadas al medioambiente. El objetivo es fortalecer las
competencias técnicas del equipo municipal y promover una cultura
organizacional más consciente y comprometida con la sostenibilidad.";"";"";"";"2030";"DSI";"Dirección de
personas
DMAO
DAU";"Ministerio de Energía - Agencia
de sustentabilidad - SEC- SISSSeremias
RM-MTT";"";"";"";"#¿NOMBRE?";"Costo Municipal.";"";"";"% de participación
municipal en las
capacitaciones anuales";"90%";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"GOBERNANZA FORTALECIMIENTO INSTITUCIONAL";"7.3 Ordenanza Reciclaje.";"";"Promulgación de ordenanza de reciclaje para Vitacura, para
fiscalización y notificación en domicilios, comercios, etc., que estén
sujetos al programa de reciclaje municipal.";"";"";"";"2027";"DMAO
DSI";"Dirección jurídica
Dirección de Control
Dirección de seguridad";"";"";"";"";"#¿NOMBRE?";"Costo Municipal.";"";"";"Creación de
la ordenanza";"Ordenanza,
aprobada por
concejo y decretada";"Pendiente";"";""
"Vitacura";"";;"Adaptación";"GOBERNANZA FORTALECIMIENTO INSTITUCIONAL";"7.4 Plataforma interactiva Pública - Huella de Carbono Familiar";"";"Implementar una plataforma virtual interactiva y de acceso público
orientada a la comunidad para informarse sobre energía y agua,
como también, medir, visualizar y reducir la huella de carbono
personal.";"";"";"";"2030";"DSI";"Dirección de
Comunicaciones";"SISS-SEC-Ministerio
de Medio Ambiente";"";"";"";"#¿NOMBRE?";"Costo Municipal.";"";"";"Creación de
plataforma";"Plataforma
publicada en
medios digitales";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Plan educativo preescolar";"Educación ambiental formal y comunitaria";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Plan educativo escolar";"Educación ambiental formal y comunitaria";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Plan educativo comunitario";"Educación ambiental formal y comunitaria";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Plan educativo y de difusión para funcionarios
municipales";"Fortalecimiento de capacidades internas del
municipio";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Creación de un reglamento municipal para la gestión
eficiente del uso de material reciclable";"LA - 3: Gobernanza y regulación ambiental comunal";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Formalización de protocolos de integración de
criterios de sustentabilidad en compras públicas en
función de ley NÂ°21.634";"LA - 3: Gobernanza y regulación ambiental comunal";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA
CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL
COMUNAL";"Formalización de un programa de denuncia y
fiscalización ambiental municipal";"LA - 3: Gobernanza y regulación ambiental comunal";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Manejo de residuos orgánicos domiciliarios";"Gestión y valorización de residuos orgánicos";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Programa de chipeo municipal de residuos orgánicos";"Gestión y valorización de residuos orgánicos";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Alianza para tratamiento de residuos orgánicos en ferias";"Gestión y valorización de residuos orgánicos";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Manejo de residuos inorgánicos domiciliarios
valorizables";"Gestión y valorización de residuos inorgánicos";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Fortalecimiento de la red de puntos verdes en
edificios municipales";"Gestión y valorización de residuos inorgánicos";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Escuela de oficios enfocado en economía circular";"Economía circular y desarrollo local";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Creación e Implementación del Plan de Economía
Circular comunal";"Economía circular y desarrollo local";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Erradicación y control de microbasurales";"Control y erradicación de pasivos ambientales";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Implementación de programa de disposición
segregada de residuos municipales";"Control y erradicación de pasivos ambientales";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Catastro de áreas verdes comunales";"Gestión y mantención de áreas verdes existentes";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Plan de mantención de áreas verdes actuales
(horarios, tecnologías, acciones preventivas, etc.)";"Gestión y mantención de áreas verdes existentes";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Sustitución de sotobosque de alto consumo hídrico
por especies de bajo consumo hídrico";"Gestión y mantención de áreas verdes existentes";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Programa de recuperación de platabanda en barrios
prioritarios";"Incremento de cobertura vegetal y recuperación de espacios públicos";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Recuperación de espacios públicos con cobertura
vegetal";"Incremento de cobertura vegetal y recuperación de espacios públicos";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Evaluación de factibilidad e implementación de un
piloto de techos verdes en edificios municipales";"Soluciones basadas en la naturaleza e
infraestructura verde innovadora";"";"";"";"";"2029";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Evaluación de factibilidad e implementación de un
piloto de muros verdes en paraderos o zonas
comunes";"Soluciones basadas en la naturaleza e
infraestructura verde innovadora";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Diseño e implementación de refugios climáticos";"Infraestructura para la adaptación térmica";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Implementación de puntos de hidratación pública";"Infraestructura para la adaptación térmica";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Evaluación de factibilidad e implementación de
soluciones en puntos críticos para inundaciones";"Gestión del riesgo de inundaciones";"";"";"";"";"2029";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Programa de mantención de sumideros";"Gestión del riesgo de inundaciones";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Desarrollo de la Estrategia Hídrica Local";"Gestión eficiente del recurso hídrico";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Implementación de Programa de eficiencia hídrica y
riego tecnificado en edificios municipales";"Gestión eficiente del recurso hídrico";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Actualización de tecnologías eficientes en griferías
municipales";"Gestión eficiente del recurso hídrico";"";"";"";"";"2029";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Evaluación de factibilidad y diseño de piloto de
generación fotovoltaico en edificio municipal";"Eficiencia energética y energías renovables";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Mejoramiento y/o recambio de mobiliario bajo
criterios de sustentabilidad";"Eficiencia energética y energías renovables";"";"";"";"";"2029";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Actualización de tecnologías de luminaria en edificios
municipales";"Eficiencia energética y energías renovables";"";"";"";"";"2028";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
